case_number,location,total_occupants,total_units,licence_commenced,licence_expires,licence_expires_date,is_active,normalized_address,postcode,house_number,street_name
25/00054/HMOMAN,"11 York Avenue, OX3 8NS",5.0,5.0,2025-03-02,2026-03-01,2026-03-01,True,"11 York Avenue, Ox3 8Ns",OX3 8NS,11,York ave
25/00055/HMOMAN,"28 Fairlie Road, OX4 3SW",7.0,6.0,2025-03-03,2026-03-02,2026-03-02,True,"28 Fairlie Road, Ox4 3Sw",OX4 3SW,28,Fairlie rd
25/00056/HMOMAN,"12 Chilswell Road, OX1 4PJ",5.0,5.0,2025-03-09,2027-03-08,2027-03-08,True,"12 Chilswell Road, Ox1 4Pj",OX1 4PJ,12,Chilswell rd
25/00057/HMOMAN,"38 Bartlemas Road, OX4 1XX",6.0,6.0,2025-03-16,2026-03-15,2026-03-15,True,"38 Bartlemas Road, Ox4 1Xx",OX4 1XX,38,Bartlemas rd
25/00058/HMOMAN,"4 Harbord Road, OX2 8LQ",6.0,6.0,2025-03-17,2027-03-16,2027-03-16,True,"4 Harbord Road, Ox2 8Lq",OX2 8LQ,4,Harbord rd
25/00059/HMOMAN,"77 Marlborough Road, OX1 4LX",5.0,5.0,2025-03-03,2026-05-21,2026-05-21,True,"77 Marlborough Road, Ox1 4Lx",OX1 4LX,77,Marlborough rd
25/00060/HMOADD,"29 Riverside Road, OX2 0HT",4.0,4.0,2025-03-04,2026-03-05,2026-03-05,True,"29 Riverside Road, Ox2 0Ht",OX2 0HT,29,Riverside rd
25/00061/HMOMAN,"26 Princes Street, OX4 1DD",7.0,7.0,2025-03-07,2026-03-06,2026-03-06,True,"26 Princes Street, Ox4 1Dd",OX4 1DD,26,Princes st
25/00062/HMOMAN,"77B St Clements Street, OX4 1AW",6.0,5.0,2025-03-09,2027-03-08,2027-03-08,True,"77B St Clements Street, Ox4 1Aw",OX4 1AW,77B,st Clements st
25/00063/HMOMAN,"1 Oliver Road, OX4 2JQ",6.0,6.0,2025-03-11,2026-03-10,2026-03-10,True,"1 Oliver Road, Ox4 2Jq",OX4 2JQ,1,Oliver rd
25/00064/HMOMAN,"219 Cowley Road, OX4 1XG",7.0,7.0,2025-03-08,2026-03-07,2026-03-07,True,"219 Cowley Road, Ox4 1Xg",OX4 1XG,219,Cowley rd
25/00065/HMOMAN,"26 Divinity Road, OX4 1LJ",8.0,8.0,2025-03-08,2026-03-07,2026-03-07,True,"26 Divinity Road, Ox4 1Lj",OX4 1LJ,26,Divinity rd
25/00066/HMOADD,"Flat 1, 21 Bardwell Road, OX2 6SU",3.0,,2025-03-03,2026-04-03,2026-04-03,True,"Flat 1, 21 Bardwell Road, Ox2 6Su",OX2 6SU,1,Bardwell rd
25/00067/HMOADD,"13 Kenilworth Avenue, OX4 2AW",4.0,4.0,2025-03-04,2026-05-01,2026-05-01,True,"13 Kenilworth Avenue, Ox4 2Aw",OX4 2AW,13,Kenilworth ave
25/00068/HMOADD,"25 Charles Street, OX4 3AU",3.0,3.0,2025-03-07,2026-07-21,2026-07-21,True,"25 Charles Street, Ox4 3Au",OX4 3AU,25,Charles st
25/00069/HMOADD,"27 Charles Street, OX4 3AU",3.0,3.0,2025-03-07,2026-07-21,2026-07-21,True,"27 Charles Street, Ox4 3Au",OX4 3AU,27,Charles st
25/00071/HMOMAN,"62 Lake Street, OX1 4RR",6.0,6.0,2025-03-26,2026-07-20,2026-07-20,True,"62 Lake Street, Ox1 4Rr",OX1 4RR,62,Lake st
25/00073/HMOMAN,"10 Parsons Place, OX4 1NL",5.0,5.0,2025-03-19,2026-07-21,2026-07-21,True,"10 Parsons Place, Ox4 1Nl",OX4 1NL,10,Parsons pl
25/00074/HMOADD,"28 Windmill Road, OX3 7BX",4.0,4.0,2025-03-18,2026-07-21,2026-07-21,True,"28 Windmill Road, Ox3 7Bx",OX3 7BX,28,Windmill rd
25/00075/HMOMAN,"20 Bartlemas Road, OX4 1XX",5.0,5.0,2025-03-18,2026-07-21,2026-07-21,True,"20 Bartlemas Road, Ox4 1Xx",OX4 1XX,20,Bartlemas rd
25/00076/HMOMAN,"344 Cowley Road, OX4 2AG",5.0,4.0,2025-03-26,2026-07-20,2026-07-20,True,"344 Cowley Road, Ox4 2Ag",OX4 2AG,344,Cowley rd
25/00077/HMOMAN,"6 Divinity Road, OX4 1LJ",5.0,5.0,2025-03-18,2026-07-21,2026-07-21,True,"6 Divinity Road, Ox4 1Lj",OX4 1LJ,6,Divinity rd
25/00078/HMOADD,"19 Boulter Street, OX4 1AX",4.0,3.0,2025-03-26,2026-07-20,2026-07-20,True,"19 Boulter Street, Ox4 1Ax",OX4 1AX,19,Boulter st
25/00080/HMOMAN,"The Old School, Gloucester Green, OX1 2BU",5.0,5.0,,2026-07-28,2026-07-28,True,"The Old School, Gloucester Green, Ox1 2Bu",OX1 2BU,,The Old School
25/00081/HMOMAN,"11 Warwick Street, OX4 1SZ",5.0,5.0,2025-03-26,2026-07-20,2026-07-20,True,"11 Warwick Street, Ox4 1Sz",OX4 1SZ,11,Warwick st
25/00084/HMOMAN,"14 Fairacres Road, OX4 1TE",5.0,5.0,2025-03-19,2026-05-13,2026-05-13,True,"14 Fairacres Road, Ox4 1Te",OX4 1TE,14,Fairacres rd
25/00085/HMOADD,"113A Walton Street, OX2 6AJ",4.0,4.0,2025-03-25,2027-07-22,2027-07-22,True,"113A Walton Street, Ox2 6Aj",OX2 6AJ,113A,Walton st
25/00086/HMOMAN,"Student Accommodation, 141 - 145 Cowley Road, OX4 1HU",9.0,9.0,2025-03-30,2027-07-17,2027-07-17,True,"Student Accommodation, 141 - 145 Cowley Road, Ox4 1Hu",OX4 1HU,145,Student Accommodation
25/00088/HMOMAN,"38 Hollow Way, OX4 2NQ",5.0,5.0,2025-03-21,2026-03-20,2026-03-20,True,"38 Hollow Way, Ox4 2Nq",OX4 2NQ,38,Hollow Way
25/00089/HMOMAN,"9 Grays Road, Headington, OX3 7QA",7.0,7.0,2025-03-29,2026-07-20,2026-07-20,True,"9 Grays Road, Headington, Ox3 7Qa",OX3 7QA,9,Grays rd
25/00092/HMOADD,"7 Magdalen Road, OX4 1RW",4.0,4.0,2025-03-30,2026-07-17,2026-07-17,True,"7 Magdalen Road, Ox4 1Rw",OX4 1RW,7,Magdalen rd
25/00093/HMOMAN,"26 Fairlie Road, OX4 3SW",5.0,,2025-03-31,2026-07-27,2026-07-27,True,"26 Fairlie Road, Ox4 3Sw",OX4 3SW,26,Fairlie rd
25/00094/HMOMAN,"24 Marsh Road, OX4 2HH",6.0,6.0,2025-03-23,2026-07-20,2026-07-20,True,"24 Marsh Road, Ox4 2Hh",OX4 2HH,24,Marsh rd
25/00095/HMOMAN,"211 Morrell Avenue, OX4 1NF",5.0,5.0,2025-03-23,2026-07-20,2026-07-20,True,"211 Morrell Avenue, Ox4 1Nf",OX4 1NF,211,Morrell ave
25/00097/HMOADD,"5 Aston Street, OX4 1EW",4.0,4.0,2025-03-24,2026-07-20,2026-07-20,True,"5 Aston Street, Ox4 1Ew",OX4 1EW,5,Aston st
25/00098/HMOMAN,"54 James Street, OX4 1EU",5.0,5.0,2025-03-29,2027-03-28,2027-03-28,True,"54 James Street, Ox4 1Eu",OX4 1EU,54,James st
25/00099/HMOMAN,"48 Palmer Road, OX3 8QE",8.0,7.0,2025-03-29,2026-07-20,2026-07-20,True,"48 Palmer Road, Ox3 8Qe",OX3 8QE,48,Palmer rd
25/00100/HMOADD,"30 Hertford Street, OX4 3AJ",4.0,4.0,2025-03-08,2026-03-07,2026-03-07,True,"30 Hertford Street, Ox4 3Aj",OX4 3AJ,30,Hertford st
25/00101/HMOADD,"63 Wharton Road, OX3 8AL",4.0,,2025-03-26,2027-03-25,2027-03-25,True,"63 Wharton Road, Ox3 8Al",OX3 8AL,63,Wharton rd
25/00104/HMOMAN,"9 Willow Way, OX4 6ET",5.0,,2025-03-18,2026-03-17,2026-03-17,True,"9 Willow Way, Ox4 6Et",OX4 6ET,9,Willow Way
25/00105/HMOMAN,"Fatima House, 84B Crescent Road, OX4 2PD",6.0,,2025-03-20,2027-03-19,2027-03-19,True,"Fatima House, 84B Crescent Road, Ox4 2Pd",OX4 2PD,84B,Fatima House
25/00107/HMOADD,"2A Courtland Road, OX4 4JA",4.0,4.0,2025-03-20,2026-03-19,2026-03-19,True,"2A Courtland Road, Ox4 4Ja",OX4 4JA,2A,Courtland rd
25/00108/HMOADD,"10 Slade Close, OX3 7DY",3.0,3.0,2025-03-21,2026-05-08,2026-05-08,True,"10 Slade Close, Ox3 7Dy",OX3 7DY,10,Slade cl
25/00111/HMOADD,"8 Turn Again Lane, OX1 1QL",4.0,4.0,2025-03-20,2026-03-19,2026-03-19,True,"8 Turn Again Lane, Ox1 1Ql",OX1 1QL,8,Turn Again ln
25/00117/HMOMAN,"58 Marlborough Road, OX1 4LR",5.0,5.0,2025-03-30,2026-03-29,2026-03-29,True,"58 Marlborough Road, Ox1 4Lr",OX1 4LR,58,Marlborough rd
25/00118/HMOMAN,"29 Bartlemas Road, OX4 1XU",7.0,7.0,2025-04-01,2026-03-31,2026-03-31,True,"29 Bartlemas Road, Ox4 1Xu",OX4 1XU,29,Bartlemas rd
25/00120/HMOADD,"29 Faulkner Street, OX1 1UA",4.0,4.0,2025-03-07,2026-03-06,2026-03-06,True,"29 Faulkner Street, Ox1 1Ua",OX1 1UA,29,Faulkner st
25/00121/HMOADD,"15 Purcell Road, OX3 0EZ",4.0,4.0,2025-03-09,2027-03-08,2027-03-08,True,"15 Purcell Road, Ox3 0Ez",OX3 0EZ,15,Purcell rd
25/00122/HMOMAN,"67 Donnington Bridge Road, OX4 4BA",6.0,,2025-03-15,2026-03-14,2026-03-14,True,"67 Donnington Bridge Road, Ox4 4Ba",OX4 4BA,67,Donnington Bridge rd
25/00123/HMOMAN,"76 Reliance Way, OX4 2FG",5.0,,2025-03-10,2026-05-08,2026-05-08,True,"76 Reliance Way, Ox4 2Fg",OX4 2FG,76,Reliance Way
25/00124/HMOMAN,"43 Richmond Road, OX1 2JJ",6.0,6.0,2025-03-10,2026-03-09,2026-03-09,True,"43 Richmond Road, Ox1 2Jj",OX1 2JJ,43,Richmond rd
25/00125/HMOMAN,"173 Hollow Way, OX4 2NE",5.0,,2025-03-13,2026-03-12,2026-03-12,True,"173 Hollow Way, Ox4 2Ne",OX4 2NE,173,Hollow Way
25/00126/HMOADD,"22 George Moore Close, OX4 4BZ",4.0,,2025-03-14,2026-03-13,2026-03-13,True,"22 George Moore Close, Ox4 4Bz",OX4 4BZ,22,George Moore cl
25/00127/HMOMAN,"42 Regent Street, OX4 1QX",6.0,,2025-03-20,2026-03-19,2026-03-19,True,"42 Regent Street, Ox4 1Qx",OX4 1QX,42,Regent st
25/00128/HMOADD,"20 Barrett Street, OX2 0AT",4.0,3.0,2025-03-31,2026-03-30,2026-03-30,True,"20 Barrett Street, Ox2 0At",OX2 0AT,20,Barrett st
25/00129/HMOMAN,"35 Masons Road, Headington, OX3 8QL",6.0,6.0,2025-03-31,2026-03-30,2026-03-30,True,"35 Masons Road, Headington, Ox3 8Ql",OX3 8QL,35,Masons rd
25/00130/HMOMAN,"6 Donnington Bridge Road, OX4 4AX",5.0,5.0,2025-03-16,2026-03-15,2026-03-15,True,"6 Donnington Bridge Road, Ox4 4Ax",OX4 4AX,6,Donnington Bridge rd
25/00131/HMOMAN,"20 Wytham Street, OX1 4TS",6.0,4.0,2025-03-16,2026-03-15,2026-03-15,True,"20 Wytham Street, Ox1 4Ts",OX1 4TS,20,Wytham st
25/00132/HMOCBF,"114 Ridgefield Road, OX4 3DB",19.0,8.0,2025-03-17,2026-03-16,2026-03-16,True,"114 Ridgefield Road, Ox4 3Db",OX4 3DB,114,Ridgefield rd
25/00140/HMOADD,"21 Bullingdon Road, OX4 1QQ",4.0,,2025-03-13,2030-03-12,2030-03-12,True,"21 Bullingdon Road, Ox4 1Qq",OX4 1QQ,21,Bullingdon rd
25/00141/HMOADD,"119 Bullingdon Road, OX4 1QP",3.0,,2025-03-04,2027-05-11,2027-05-11,True,"119 Bullingdon Road, Ox4 1Qp",OX4 1QP,119,Bullingdon rd
25/00142/HMOADD,"43 Cumberland Road, OX4 2BZ",4.0,,2025-03-07,2026-03-06,2026-03-06,True,"43 Cumberland Road, Ox4 2Bz",OX4 2BZ,43,Cumberland rd
25/00144/HMOMAN,"43 James Street, OX4 1ET",5.0,4.0,2025-03-08,2030-03-07,2030-03-07,True,"43 James Street, Ox4 1Et",OX4 1ET,43,James st
25/00145/HMOMAN,"42 James Street, OX4 1ET",5.0,5.0,2025-03-30,2030-03-29,2030-03-29,True,"42 James Street, Ox4 1Et",OX4 1ET,42,James st
25/00146/HMOMAN,"24 Wilkins Road, OX4 2HX",5.0,5.0,2025-03-02,2026-03-01,2026-03-01,True,"24 Wilkins Road, Ox4 2Hx",OX4 2HX,24,Wilkins rd
25/00147/HMOMAN,"364 Iffley Road, OX4 4AT",6.0,,2025-03-03,2026-03-02,2026-03-02,True,"364 Iffley Road, Ox4 4At",OX4 4AT,364,Iffley rd
25/00148/HMOMAN,"49 Cricket Road, OX4 3DH",5.0,,2025-03-03,2026-03-02,2026-03-02,True,"49 Cricket Road, Ox4 3Dh",OX4 3DH,49,Cricket rd
25/00150/HMOADD,"8 Calcot Close, OX3 8PX",4.0,,2025-03-07,2026-03-06,2026-03-06,True,"8 Calcot Close, Ox3 8Px",OX3 8PX,8,Calcot cl
25/00151/HMOMAN,"17 Divinity Road, OX4 1LH",7.0,,2025-03-09,2027-03-08,2027-03-08,True,"17 Divinity Road, Ox4 1Lh",OX4 1LH,17,Divinity rd
25/00152/HMOADD,"38A Cowley Road, Littlemore, OX4 4LD",4.0,,2025-03-20,2026-03-19,2026-03-19,True,"38A Cowley Road, Littlemore, Ox4 4Ld",OX4 4LD,38A,Cowley rd
25/00153/HMOMAN,"197 Howard Street, OX4 3BD",7.0,7.0,2025-03-25,2026-03-24,2026-03-24,True,"197 Howard Street, Ox4 3Bd",OX4 3BD,197,Howard st
25/00154/HMOADD,"74 Dene Road, OX3 7EG",4.0,,2025-03-28,2026-03-27,2026-03-27,True,"74 Dene Road, Ox3 7Eg",OX3 7EG,74,Dene rd
25/00159/HMOMAN,"13 Milton Road, OX4 3EE",5.0,5.0,2025-03-06,2026-07-21,2026-07-21,True,"13 Milton Road, Ox4 3Ee",OX4 3EE,13,Milton rd
25/00161/HMOMAN,"4 Longworth Road, OX2 6RA",7.0,,2025-03-23,2026-05-20,2026-05-20,True,"4 Longworth Road, Ox2 6Ra",OX2 6RA,4,Longworth rd
25/00162/HMOADD,"First Floor Flat, 16 Hill Top Road, OX4 1PB",3.0,3.0,2025-03-28,2026-03-27,2026-03-27,True,"First Floor Flat, 16 Hill Top Road, Ox4 1Pb",OX4 1PB,,First Floor Flat
25/00165/HMOADD,"59 Norreys Avenue, OX1 4ST",4.0,4.0,2025-03-14,2026-03-13,2026-03-13,True,"59 Norreys Avenue, Ox1 4St",OX1 4ST,59,Norreys ave
25/00168/HMOADD,"63 Venneit Close, OX1 1HY",3.0,,2025-03-19,2027-03-18,2027-03-18,True,"63 Venneit Close, Ox1 1Hy",OX1 1HY,63,Venneit cl
25/00169/HMOMAN,"106 Dene Road, OX3 7EG",6.0,6.0,2025-03-11,2027-03-10,2027-03-10,True,"106 Dene Road, Ox3 7Eg",OX3 7EG,106,Dene rd
25/00171/HMOADD,"14 Hodges Court, OX1 4NY",4.0,4.0,2025-03-06,2027-03-05,2027-03-05,True,"14 Hodges Court, Ox1 4Ny",OX1 4NY,14,Hodges ct
25/00172/HMOADD,"13 Venneit Close, OX1 1HZ",3.0,2.0,2025-03-06,2027-03-05,2027-03-05,True,"13 Venneit Close, Ox1 1Hz",OX1 1HZ,13,Venneit cl
25/00173/HMOMAN,"Flat 3, 92 Botley Road, OX2 0BW",5.0,5.0,2025-03-06,2027-03-05,2027-03-05,True,"Flat 3, 92 Botley Road, Ox2 0Bw",OX2 0BW,3,Botley rd
25/00174/HMOADD,"17 Marston Road, OX4 1FN",3.0,3.0,2025-03-11,2027-03-10,2027-03-10,True,"17 Marston Road, Ox4 1Fn",OX4 1FN,17,Marston rd
25/00175/HMOMAN,"53 James Street, OX4 1EU",5.0,5.0,2025-03-15,2026-03-14,2026-03-14,True,"53 James Street, Ox4 1Eu",OX4 1EU,53,James st
25/00176/HMOMAN,"1 Magdalen Road, OX4 1RW",7.0,7.0,2025-03-31,2026-03-30,2026-03-30,True,"1 Magdalen Road, Ox4 1Rw",OX4 1RW,1,Magdalen rd
25/00177/HMOMAN,"2 Denmark Street, OX4 1QS",5.0,5.0,2025-03-08,2027-03-07,2027-03-07,True,"2 Denmark Street, Ox4 1Qs",OX4 1QS,2,Denmark st
25/00178/HMOADD,"53 Dene Road, OX3 7EF",4.0,4.0,2025-03-21,2026-07-27,2026-07-27,True,"53 Dene Road, Ox3 7Ef",OX3 7EF,53,Dene rd
25/00179/HMOMAN,"36 Horspath Road, OX4 2QS",5.0,5.0,2025-03-30,2026-03-29,2026-03-29,True,"36 Horspath Road, Ox4 2Qs",OX4 2QS,36,Horspath rd
25/00180/HMOMAN,"32 Burton Place, OX4 2RQ",6.0,6.0,2025-03-30,2026-03-29,2026-03-29,True,"32 Burton Place, Ox4 2Rq",OX4 2RQ,32,Burton pl
25/00181/HMOMAN,"216 London Road, Headington, OX3 9EE",5.0,5.0,2025-03-30,2026-03-29,2026-03-29,True,"216 London Road, Headington, Ox3 9Ee",OX3 9EE,216,London rd
25/00182/HMOMAN,"51 Cardigan Street, OX2 6BS",5.0,,2025-03-31,2027-03-30,2027-03-30,True,"51 Cardigan Street, Ox2 6Bs",OX2 6BS,51,Cardigan st
25/00184/HMOMAN,"216A Abingdon Road, OX1 4SP",5.0,5.0,2025-03-19,2026-03-18,2026-03-18,True,"216A Abingdon Road, Ox1 4Sp",OX1 4SP,216A,Abingdon rd
25/00187/HMOADD,"70 Divinity Road, OX4 1LJ",4.0,4.0,2025-03-28,2026-03-27,2026-03-27,True,"70 Divinity Road, Ox4 1Lj",OX4 1LJ,70,Divinity rd
25/00188/HMOADD,"75 St Clement's Street, OX4 1AH",3.0,3.0,2025-03-11,2027-03-10,2027-03-10,True,"75 St Clement'S Street, Ox4 1Ah",OX4 1AH,75,st Clement'S st
25/00189/HMOMAN,"125 Bullingdon Road, OX4 1QP",6.0,6.0,2025-03-27,2026-03-26,2026-03-26,True,"125 Bullingdon Road, Ox4 1Qp",OX4 1QP,125,Bullingdon rd
25/00208/HMOADD,"52 Rymers Lane, OX4 3LB",4.0,4.0,2022-09-24,2027-09-23,2027-09-23,True,"52 Rymers Lane, Ox4 3Lb",OX4 3LB,52,Rymers ln
25/00236/HMOCBF,"336 Banbury Road, OX2 7ED",8.0,6.0,2024-03-28,2026-03-27,2026-03-27,True,"336 Banbury Road, Ox2 7Ed",OX2 7ED,336,Banbury rd
25/00250/HMOMAN,"61 Wood Farm Road, Headington, OX3 8PS",5.0,5.0,2025-07-07,2026-07-06,2026-07-06,True,"61 Wood Farm Road, Headington, Ox3 8Ps",OX3 8PS,61,Wood Farm rd
25/00256/HMOMAN,"65 Horspath Road, OX4 2QW",5.0,5.0,2025-02-27,2026-02-26,2026-02-26,True,"65 Horspath Road, Ox4 2Qw",OX4 2QW,65,Horspath rd
25/00261/HMOMAN,"46 Dene Road, OX3 7EE",5.0,5.0,2024-02-07,2026-02-06,2026-02-06,True,"46 Dene Road, Ox3 7Ee",OX3 7EE,46,Dene rd
25/00262/HMOMAN,"22 Raymund Road, OX3 0SW",9.0,0.0,2025-04-01,2027-03-31,2027-03-31,True,"22 Raymund Road, Ox3 0Sw",OX3 0SW,22,Raymund rd
25/00274/HMOADD,"77 Divinity Road, OX4 1LN",4.0,4.0,2024-10-12,2026-11-27,2026-11-27,True,"77 Divinity Road, Ox4 1Ln",OX4 1LN,77,Divinity rd
25/00277/HMOADD,"38 Cherwell Drive, OX3 0LZ",4.0,4.0,2025-03-25,2026-07-20,2026-07-20,True,"38 Cherwell Drive, Ox3 0Lz",OX3 0LZ,38,Cherwell dr
25/00289/HMOMAN,"Flat Above, 137 - 139 Cowley Road, OX4 1HU",5.0,5.0,2025-04-04,2026-04-03,2026-04-03,True,"Flat Above, 137 - 139 Cowley Road, Ox4 1Hu",OX4 1HU,139,bove
25/00322/HMOMAN,"20 Garsington Road, OX4 2LG",5.0,4.0,2025-05-02,2026-05-01,2026-05-01,True,"20 Garsington Road, Ox4 2Lg",OX4 2LG,20,Garsington rd
25/00354/HMOCBF,"26 Marsh Lane, OX3 0NG",6.0,3.0,2025-04-22,2026-04-21,2026-04-21,True,"26 Marsh Lane, Ox3 0Ng",OX3 0NG,26,Marsh ln
25/00359/HMOMAN,"73 White Road, OX4 2JL",6.0,6.0,2023-11-29,2026-01-17,2026-01-17,True,"73 White Road, Ox4 2Jl",OX4 2JL,73,White rd
25/00362/HMOADD,"6 Boswell Road, OX4 3HN",4.0,,2025-02-13,2026-02-12,2026-02-12,True,"6 Boswell Road, Ox4 3Hn",OX4 3HN,6,Boswell rd
25/00369/HMOMAN,"43 Henry Road, OX2 0DG",5.0,5.0,2025-07-14,2026-07-13,2026-07-13,True,"43 Henry Road, Ox2 0Dg",OX2 0DG,43,Henry rd
25/00381/HMOMAN,"38 Marlborough Road, OX1 4LP",5.0,,2025-03-03,2028-05-11,2028-05-11,True,"38 Marlborough Road, Ox1 4Lp",OX1 4LP,38,Marlborough rd
25/00391/HMOMAN,"157 Walton Street, OX1 2HD",5.0,5.0,2025-05-29,2026-05-28,2026-05-28,True,"157 Walton Street, Ox1 2Hd",OX1 2HD,157,Walton st
25/00397/HMOMAN,"120A Cowley Road, OX4 1JE",5.0,,2025-03-03,2027-04-26,2027-04-26,True,"120A Cowley Road, Ox4 1Je",OX4 1JE,120A,Cowley rd
25/00399/HMOADD,"44 Hertford Street, OX4 3AL",4.0,4.0,2025-05-01,2026-10-12,2026-10-12,True,"44 Hertford Street, Ox4 3Al",OX4 3AL,44,Hertford st
25/00400/HMOMAN,"52 Reliance Way, OX4 2FG",5.0,5.0,2025-05-07,2030-05-06,2030-05-06,True,"52 Reliance Way, Ox4 2Fg",OX4 2FG,52,Reliance Way
25/00408/HMOMAN,"19 Kelburne Road, OX4 3SQ",5.0,5.0,2025-05-29,2027-05-28,2027-05-28,True,"19 Kelburne Road, Ox4 3Sq",OX4 3SQ,19,Kelburne rd
25/00413/HMOMAN,"42 Coniston Avenue, OX3 0AN",9.0,9.0,2025-04-09,2026-05-22,2026-05-22,True,"42 Coniston Avenue, Ox3 0An",OX3 0AN,42,Coniston ave
25/00414/HMOMAN,"13 Rectory Road, OX4 1BU",7.0,,2025-04-23,2026-07-13,2026-07-13,True,"13 Rectory Road, Ox4 1Bu",OX4 1BU,13,Rectory rd
25/00415/HMOMAN,"20 Outram Road, OX4 3PD",5.0,5.0,2025-04-25,2026-07-23,2026-07-23,True,"20 Outram Road, Ox4 3Pd",OX4 3PD,20,Outram rd
25/00416/HMOMAN,"24 Windmill Road, Headington, OX3 7BX",5.0,5.0,2025-04-26,2027-04-25,2027-04-25,True,"24 Windmill Road, Headington, Ox3 7Bx",OX3 7BX,24,Windmill rd
25/00419/HMOMAN,"21 Kennedy Close, OX4 2UH",7.0,,2025-04-10,2026-04-09,2026-04-09,True,"21 Kennedy Close, Ox4 2Uh",OX4 2UH,21,Kennedy cl
25/00420/HMOMAN,"4 St Mary's Road, OX4 1PX",6.0,,2025-04-21,2027-07-13,2027-07-13,True,"4 St Mary'S Road, Ox4 1Px",OX4 1PX,4,st Mary'S rd
25/00421/HMOADD,"12 Belvedere Road, OX4 2AZ",4.0,,2025-04-10,2026-04-09,2026-04-09,True,"12 Belvedere Road, Ox4 2Az",OX4 2AZ,12,Belvedere rd
25/00422/HMOADD,"7 Stockmore Street, OX4 1JT",4.0,4.0,2025-05-29,2026-05-28,2026-05-28,True,"7 Stockmore Street, Ox4 1Jt",OX4 1JT,7,Stockmore st
25/00423/HMOMAN,"54 Southfield Road, OX4 1NZ",5.0,5.0,2025-04-21,2026-07-22,2026-07-22,True,"54 Southfield Road, Ox4 1Nz",OX4 1NZ,54,Southfield rd
25/00427/HMOMAN,"119 Fern Hill Road, OX4 2JR",6.0,,2025-04-01,2026-03-31,2026-03-31,True,"119 Fern Hill Road, Ox4 2Jr",OX4 2JR,119,Fern Hill rd
25/00429/HMOADD,"16 Tidmarsh Lane, OX1 1NG",3.0,3.0,2025-04-29,2026-04-28,2026-04-28,True,"16 Tidmarsh Lane, Ox1 1Ng",OX1 1NG,16,Tidmarsh ln
25/00431/HMOMAN,"26 Oatlands Road, OX2 0ET",5.0,5.0,2025-04-12,2026-04-11,2026-04-11,True,"26 Oatlands Road, Ox2 0Et",OX2 0ET,26,Oatlands rd
25/00432/HMOMAN,169 Banbury Road,6.0,6.0,2025-04-05,2030-04-04,2030-04-04,True,169 Banbury Road,,169,Banbury rd
25/00433/HMOMAN,"195 Iffley Road, OX4 1EN",9.0,9.0,2025-04-17,2026-04-16,2026-04-16,True,"195 Iffley Road, Ox4 1En",OX4 1EN,195,Iffley rd
25/00434/HMOADD,"436 Cowley Road, OX4 2DW",4.0,4.0,2025-04-26,2027-04-25,2027-04-25,True,"436 Cowley Road, Ox4 2Dw",OX4 2DW,436,Cowley rd
25/00435/HMOMAN,"8 Eleanor Close, OX4 3ND",5.0,5.0,2025-04-16,2027-04-15,2027-04-15,True,"8 Eleanor Close, Ox4 3Nd",OX4 3ND,8,Eleanor cl
25/00436/HMOMAN,"221 Iffley Road, OX4 1SQ",10.0,10.0,2025-04-11,2026-04-10,2026-04-10,True,"221 Iffley Road, Ox4 1Sq",OX4 1SQ,221,Iffley rd
25/00437/HMOMAN,"75 Southfield Road, OX4 1NY",5.0,5.0,2025-04-29,2026-04-28,2026-04-28,True,"75 Southfield Road, Ox4 1Ny",OX4 1NY,75,Southfield rd
25/00438/HMOCBF,"36 Girdlestone Road, Headington, OX3 7NA",4.0,4.0,2025-04-29,2026-07-01,2026-07-01,True,"36 Girdlestone Road, Headington, Ox3 7Na",OX3 7NA,36,Girdlestone rd
25/00440/HMOMAN,"92 Old Road, Headington, OX3 8SX",10.0,8.0,2025-04-28,2026-04-27,2026-04-27,True,"92 Old Road, Headington, Ox3 8Sx",OX3 8SX,92,Old rd
25/00441/HMOMAN,"15 Essex Street, OX4 3AW",6.0,6.0,2025-04-26,2026-04-25,2026-04-25,True,"15 Essex Street, Ox4 3Aw",OX4 3AW,15,Essex st
25/00442/HMOMAN,"27 The Grates, OX4 3LJ",9.0,7.0,2025-04-25,2026-04-24,2026-04-24,True,"27 The Grates, Ox4 3Lj",OX4 3LJ,27,The Grates
25/00443/HMOMAN,"68 Gladstone Road, OX3 8LS",6.0,5.0,2025-04-13,2026-04-12,2026-04-12,True,"68 Gladstone Road, Ox3 8Ls",OX3 8LS,68,Gladstone rd
25/00444/HMOMAN,"85 Old High Street, OX3 9HT",15.0,15.0,2025-04-20,2026-07-01,2026-07-01,True,"85 Old High Street, Ox3 9Ht",OX3 9HT,85,Old High st
25/00445/HMOMAN,"48 Bullingdon Road, OX4 1QJ",6.0,6.0,2025-04-07,2026-04-06,2026-04-06,True,"48 Bullingdon Road, Ox4 1Qj",OX4 1QJ,48,Bullingdon rd
25/00448/HMOADD,"32 Glebelands, Headington, OX3 7EN",3.0,3.0,2025-04-09,2026-04-08,2026-04-08,True,"32 Glebelands, Headington, Ox3 7En",OX3 7EN,32,Glebelands
25/00449/HMOCBF,"16 Jersey Road, OX4 4RT",7.0,5.0,2025-04-27,2026-04-26,2026-04-26,True,"16 Jersey Road, Ox4 4Rt",OX4 4RT,16,Jersey rd
